"geneid","strand","fiveprime","threeprime"
"PITG_13364","+",1643,28
"PITG_00093","+",21842,3765
"PITG_00094","-",728,3765
"PITG_00921","-",20744,6597
"PITG_13366","-",683,296
"PITG_13367","+",683,7329
"PITG_13368","+",7329,2754
"PITG_13371","-",1071,252
"PITG_13370","+",2754,252
"PITG_13372","+",1071,553
"PITG_13373","+",553,466
"PITG_13374","+",466,302
"PITG_13375","+",302,3160
"PITG_13376","+",3160,454
"PITG_13377","+",454,12769
"PITG_13379","-",522,4196
"PITG_13378","+",12769,4196
"PITG_13381","-",1988,189
"PITG_13380","+",522,189
"PITG_13382","-",676,1988
"PITG_13383","-",4858,676
"PITG_13384","-",10061,4858
"PITG_22997","+",10061,3396
"PITG_00925","-",4430,3925
"PITG_00923","+",20744,3925
"PITG_13387","-",798,45
"PITG_13386","+",3396,45
"PITG_13389","-",197,420
"PITG_13388","+",798,420
"PITG_13390","-",56,197
"PITG_13391","-",2447,56
"PITG_13392","-",197,2447
"PITG_13394","-",27566,2104
"PITG_13393","+",197,2104
"PITG_13395","+",27566,139
"PITG_13396","-",902,139
"PITG_00926","-",712,4430
"PITG_13397","-",1412,902
"PITG_13398","-",199,1412
"PITG_13399","-",351,199
"PITG_13402","-",1762,10206
"PITG_13400","+",351,10206
"PITG_13404","-",549,1560
"PITG_13403","+",1762,1560
"PITG_13406","-",940,549
"PITG_13405","+",549,940
"PITG_13407","+",940,67314
"PITG_13409","+",67314,19830
"PITG_13411","-",214,19830
"PITG_13412","-",334,214
"PITG_13414","-",1354,343
"PITG_13413","+",334,343
"PITG_13415","-",230,1354
"PITG_13416","+",230,555
"PITG_13417","-",4074,555
"PITG_13418","+",4074,6764
"PITG_13419","+",6764,92
"PITG_00927","+",712,12303
"PITG_13420","+",92,70
"PITG_13421","-",223,70
"PITG_13422","-",1302,223
"PITG_13423","-",1564,1302
"PITG_13424","+",1564,8242
"PITG_13425","+",8242,17242
"PITG_13426","+",17242,283
"PITG_13427","+",283,475
"PITG_13428","+",475,900
"PITG_13429","+",900,1112
"PITG_00928","+",12303,1815
"PITG_13430","+",1112,390
"PITG_13431","-",30,390
"PITG_13432","+",30,87
"PITG_13433","-",371,87
"PITG_13435","-",1524,639
"PITG_13434","+",371,639
"PITG_13436","-",27270,1524
"PITG_13437","+",27270,42
"PITG_13438","-",63698,42
"PITG_13439","+",63698,587
"PITG_13440","-",37971,587
"PITG_00929","+",1815,452
"PITG_13441","+",37971,80
"PITG_13442","-",1466,80
"PITG_13443","+",1466,1550
"PITG_21327","+",NA,1961
"PITG_21329","-",1192,2297
"PITG_21328","+",1961,2297
"PITG_21331","-",7150,21298
"PITG_21330","+",1192,21298
"PITG_21332","-",10595,7150
"PITG_00931","-",184,58
"PITG_00930","+",452,58
"PITG_21333","+",10595,318
"PITG_21335","-",3576,22
"PITG_21334","+",318,22
"PITG_21022","-",30567,3139
"PITG_21023","+",30567,358
"PITG_21024","-",585,358
"PITG_21025","+",585,186
"PITG_21026","-",160,186
"PITG_21027","-",1587,160
"PITG_22405","-",NA,293
"PITG_13446","+",NA,22725
"PITG_13447","+",22725,50684
"PITG_13448","-",752,1977
"PITG_22998","+",50684,1977
"PITG_13449","+",752,5516
"PITG_22999","-",78158,5516
"PITG_13451","-",2534,78158
"PITG_13453","-",5217,508
"PITG_13452","+",2534,508
"PITG_00095","-",4868,728
"PITG_00932","+",184,1425
"PITG_13454","-",13038,5217
"PITG_13456","-",416,117
"PITG_13455","+",13038,117
"PITG_13457","-",2591,416
"PITG_13458","+",2591,70
"PITG_13459","-",113,70
"PITG_13460","+",113,29
"PITG_13461","-",483,29
"PITG_13464","-",287,1050
"PITG_13462","+",483,1050
"PITG_00933","+",1425,983
"PITG_13467","-",398,2656
"PITG_13465","+",287,2656
"PITG_13468","+",398,13694
"PITG_13469","+",13694,14609
"PITG_13473","-",20992,59590
"PITG_13471","+",14609,59590
"PITG_13477","+",20992,19365
"PITG_13481","-",3135,19365
"PITG_13483","-",140,6158
"PITG_13482","+",3135,6158
"PITG_00935","-",409,190
"PITG_00934","+",983,190
"PITG_13484","+",140,2587
"PITG_13485","-",13273,2587
"PITG_13487","-",1112,441
"PITG_13486","+",13273,441
"PITG_13488","+",1112,1030
"PITG_13490","-",1945,253
"PITG_13489","+",1030,253
"PITG_13491","+",1945,766
"PITG_13492","+",766,1410
"PITG_00936","-",328,409
"PITG_13494","-",1179,669
"PITG_13493","+",1410,669
"PITG_13495","-",3304,1179
"PITG_13496","-",4081,3304
"PITG_13497","-",1546,4081
"PITG_13498","+",1546,127
"PITG_13500","-",929,2376
"PITG_13499","+",127,2376
"PITG_13502","-",27031,1000
"PITG_13501","+",929,1000
"PITG_13503","-",45579,27031
"PITG_13504","+",45579,911
"PITG_13505","+",911,72879
"PITG_13507","+",72879,8406
"PITG_13508","+",8406,5422
"PITG_13509","+",5422,24253
"PITG_13511","-",471,24253
"PITG_23000","-",29573,471
"PITG_13513","-",14848,1093
"PITG_13512","+",29573,1093
"PITG_00938","-",993,64
"PITG_00937","+",328,64
"PITG_13519","-",3547,18364
"PITG_13516","+",14848,18364
"PITG_13520","+",3547,2052
"PITG_13521","+",2052,19193
"PITG_13523","+",19193,7561
"PITG_13528","-",3614,423
"PITG_13527","+",7561,423
"PITG_13529","-",32917,3614
"PITG_13532","-",7894,32917
"PITG_13533","+",7894,22967
"PITG_13534","-",2318,22967
"PITG_13535","-",2401,2318
"PITG_13536","-",2212,2401
"PITG_13537","-",3523,2212
"PITG_13538","-",12822,3523
"PITG_13539","+",12822,5985
"PITG_13540","+",5985,778
"PITG_13542","-",9988,1045
"PITG_13541","+",778,1045
"PITG_13544","-",672,479
"PITG_13543","+",9988,479
"PITG_00940","-",269,33
"PITG_00939","+",993,33
"PITG_13545","-",100,672
"PITG_13546","-",6958,100
"PITG_13548","+",6958,6467
"PITG_13550","-",4571,6467
"PITG_13551","+",4571,16565
"PITG_13554","+",16565,475
"PITG_23001","-",6563,49642
"PITG_13555","+",475,49642
"PITG_13558","-",769,6563
"PITG_13560","-",39417,3906
"PITG_13559","+",769,3906
"PITG_13561","+",39417,5425
"PITG_13562","+",5425,581
"PITG_13563","+",581,375
"PITG_13564","-",18658,375
"PITG_13566","+",18658,11969
"PITG_13567","+",11969,379
"PITG_13568","+",379,954
"PITG_13569","+",954,944
"PITG_00941","+",269,195
"PITG_13570","+",944,848
"PITG_13571","+",848,943
"PITG_13573","-",4513,944
"PITG_13572","+",943,944
"PITG_13574","-",5774,4513
"PITG_13575","+",5774,7664
"PITG_13576","+",7664,13573
"PITG_13578","+",13573,2406
"PITG_13579","-",327,2406
"PITG_13580","+",327,438
"PITG_00096","-",664,4868
"PITG_00942","+",195,67
"PITG_00943","-",1562,67
"PITG_13581","+",438,306
"PITG_13582","+",306,592
"PITG_13583","+",592,396
"PITG_13584","+",396,49641
"PITG_13586","+",49641,22909
"PITG_13587","+",22909,618
"PITG_13588","-",1047,618
"PITG_13589","+",1047,24045
"PITG_13593","-",27937,12623
"PITG_13590","+",24045,12623
"PITG_13596","-",24589,7
"PITG_13595","+",27937,7
"PITG_13597","-",3313,24589
"PITG_13599","-",135,3313
"PITG_13600","+",135,172
"PITG_13601","+",172,58
"PITG_13602","+",58,2272
"PITG_13603","-",410,2272
"PITG_13604","+",410,183
"PITG_13605","+",183,345
"PITG_00944","+",1562,177
"PITG_00945","-",1289,177
"PITG_13606","+",345,17
"PITG_13607","-",20058,17
"PITG_13608","-",9169,20058
"PITG_13609","+",9169,273
"PITG_13610","+",273,58563
"PITG_13612","+",58563,44607
"PITG_13613","+",44607,1180
"PITG_13614","+",1180,336
"PITG_13616","-",213,380
"PITG_13615","+",336,380
"PITG_00946","-",189,1289
"PITG_13617","+",213,20
"PITG_13618","-",414,20
"PITG_13619","+",414,1934
"PITG_13620","-",1066,1934
"PITG_13621","+",1066,198
"PITG_13622","-",139,198
"PITG_13623","-",141,139
"PITG_13624","+",141,153
"PITG_13625","-",409,153
"PITG_13626","+",409,25283
"PITG_00947","-",369,189
"PITG_13631","-",249,49569
"PITG_13628","+",25283,49569
"PITG_13633","-",715,32337
"PITG_13632","+",249,32337
"PITG_13634","-",1579,715
"PITG_13635","-",2102,1579
"PITG_13636","+",2102,13513
"PITG_13638","-",39382,13513
"PITG_13641","-",14216,39382
"PITG_13644","-",48530,14216
"PITG_00948","-",36568,369
"PITG_13647","+",48530,18841
"PITG_13649","-",5725,2607
"PITG_13648","+",18841,2607
"PITG_13650","-",2435,5725
"PITG_13651","+",2435,33491
"PITG_13652","+",33491,21639
"PITG_13654","-",383,21639
"PITG_13655","-",41748,383
"PITG_13657","+",41748,581
"PITG_13658","+",581,314
"PITG_13659","-",31452,314
"PITG_13660","+",31452,173
"PITG_13661","-",16035,173
"PITG_13662","-",3021,16035
"PITG_13663","+",3021,2741
"PITG_13664","+",2741,11064
"PITG_13666","-",35001,184
"PITG_13665","+",11064,184
"PITG_13669","+",35001,5943
"PITG_13671","+",5943,39
"PITG_13672","-",2262,39
"PITG_00953","-",94,96
"PITG_00952","+",36568,96
"PITG_13673","+",2262,142
"PITG_13674","+",142,724
"PITG_13676","-",458,159
"PITG_13675","+",724,159
"PITG_13677","+",458,578
"PITG_13679","-",1542,75
"PITG_13678","+",578,75
"PITG_13680","-",634,1542
"PITG_13681","-",238,634
"PITG_13682","-",187,238
"PITG_13683","+",187,63686
"PITG_23002","-",2308,63686
"PITG_13687","-",13905,756
"PITG_13686","+",2308,756
"PITG_13688","+",13905,5297
"PITG_21478","+",NA,932
"PITG_21479","-",25319,932
"PITG_21480","-",891,25319
"PITG_21481","-",472,891
"PITG_21482","-",10385,472
"PITG_00954","+",94,55
"PITG_00955","-",2231,55
"PITG_21484","-",536,10385
"PITG_21485","-",1016,536
"PITG_21486","-",NA,1016
"PITG_21202","+",NA,83085
"PITG_22415","-",NA,49
"PITG_22414","+",NA,49
"PITG_21409","+",NA,26946
"PITG_21410","-",NA,26946
"PITG_02068","-",216,371
"PITG_02069","+",216,5740
"PITG_02070","-",7399,5740
"PITG_00957","-",69061,2231
"PITG_02071","-",2699,7399
"PITG_02072","-",7735,2699
"PITG_02073","+",7735,248
"PITG_02075","-",957,66
"PITG_02074","+",248,66
"PITG_02076","+",957,53
"PITG_02077","+",53,735
"PITG_02078","+",735,179
"PITG_02079","+",179,92
"PITG_02080","-",804,92
"PITG_02081","+",804,465
"PITG_02082","-",876,465
"PITG_02083","+",876,1517
"PITG_02085","-",393,506
"PITG_02084","+",1517,506
"PITG_02086","-",519,393
"PITG_02087","-",246,519
"PITG_02088","+",246,45
"PITG_02089","-",149,45
"PITG_00960","+",69061,302
"PITG_02090","+",149,15264
"PITG_02093","-",269,14
"PITG_02092","+",15264,14
"PITG_02094","-",2317,269
"PITG_02095","+",2317,29
"PITG_02096","+",29,1020
"PITG_02097","-",15952,1020
"PITG_02098","+",15952,5080
"PITG_02099","+",5080,12875
"PITG_02100","+",12875,8227
"PITG_00962","-",155,208
"PITG_00961","+",302,208
"PITG_22691","+",8227,1269
"PITG_02101","+",1269,1929
"PITG_02102","+",1929,443
"PITG_02103","+",443,1408
"PITG_02104","+",1408,986
"PITG_02105","+",986,817
"PITG_02106","+",817,90
"PITG_02107","+",90,198
"PITG_02108","+",198,1159
"PITG_02109","+",1159,328
"PITG_00963","-",136,155
"PITG_02111","-",131,114
"PITG_02110","+",328,114
"PITG_02114","-",169,325
"PITG_02112","+",131,325
"PITG_02113","+",325,169
"PITG_02115","-",922,169
"PITG_02116","-",16666,922
"PITG_02118","-",5282,16666
"PITG_02119","+",5282,6709
"PITG_02120","+",6709,1582
"PITG_22692","-",585,1582
"PITG_00964","-",520,136
"PITG_02123","-",236,76
"PITG_02122","+",585,76
"PITG_02124","-",15121,236
"PITG_02126","+",15121,970
"PITG_02127","+",970,106
"PITG_02128","+",106,1381
"PITG_02129","+",1381,31009
"PITG_02131","+",31009,10
"PITG_02132","+",10,1918
"PITG_02133","+",1918,3334
"PITG_02135","-",173,103
"PITG_02134","+",3334,103
"PITG_02136","+",173,242
"PITG_02137","-",153,242
"PITG_02139","-",851,240
"PITG_02138","+",153,240
"PITG_02140","+",851,5850
"PITG_02141","+",5850,8139
"PITG_02142","+",8139,9442
"PITG_02143","-",1510,9442
"PITG_00967","-",4361,144
"PITG_00965","+",520,144
"PITG_02144","+",1510,893
"PITG_02145","+",893,80
"PITG_02146","-",1157,80
"PITG_02147","+",1157,404
"PITG_02148","+",404,8059
"PITG_02149","-",6844,8059
"PITG_02152","+",6844,32620
"PITG_02155","+",32620,2461
"PITG_02156","-",430,2461
"PITG_02157","-",3902,430
"PITG_00966","+",144,4361
"PITG_00968","-",8496,4361
"PITG_02161","-",3040,282
"PITG_02160","+",3902,282
"PITG_02162","+",3040,208
"PITG_02163","+",208,132
"PITG_02164","-",327,132
"PITG_22693","-",3003,327
"PITG_02165","+",3003,9819
"PITG_22694","+",9819,3947
"PITG_02166","-",16382,3947
"PITG_02167","+",16382,22560
"PITG_00970","-",368,8496
"PITG_02168","+",22560,9972
"PITG_02169","+",9972,20731
"PITG_02171","+",20731,6153
"PITG_02172","-",7390,6153
"PITG_02174","+",7390,884
"PITG_02175","+",884,40167
"PITG_02177","+",40167,530
"PITG_02178","-",11008,530
"PITG_02181","-",30361,3502
"PITG_02179","+",11008,3502
"PITG_00097","+",664,1220
"PITG_02183","-",239,62
"PITG_02182","+",30361,62
"PITG_02184","-",2995,239
"PITG_02185","+",2995,323
"PITG_02186","-",34650,323
"PITG_02188","-",10020,34650
"PITG_02191","-",31845,655
"PITG_02190","+",10020,655
"PITG_02192","+",31845,322
"PITG_02193","+",322,33305
"PITG_00971","+",368,781
"PITG_00972","-",551,781
"PITG_02194","+",33305,14147
"PITG_02195","-",105,14147
"PITG_02197","-",334,54
"PITG_02196","+",105,54
"PITG_02198","+",334,186
"PITG_02199","-",14321,186
"PITG_02200","-",19738,14321
"PITG_02202","+",19738,1329
"PITG_02203","+",1329,206
"PITG_02205","-",82,640
"PITG_02204","+",206,640
"PITG_00973","-",522,551
"PITG_02207","-",1501,31955
"PITG_02206","+",82,31955
"PITG_02208","+",1501,84
"PITG_02209","-",166,84
"PITG_02210","-",435,166
"PITG_02211","+",435,344
"PITG_02213","-",101838,162
"PITG_02212","+",344,162
"PITG_02219","-",454,17874
"PITG_02218","+",101838,17874
"PITG_02221","-",597,58
"PITG_02220","+",454,58
"PITG_02222","+",597,568
"PITG_02224","-",30879,190
"PITG_02223","+",568,190
"PITG_02226","-",1905,30879
"PITG_02228","-",111,231
"PITG_02227","+",1905,231
"PITG_02229","+",111,315
"PITG_02230","-",817,315
"PITG_00974","+",522,30440
"PITG_02231","+",817,18
"PITG_02232","-",132,18
"PITG_02233","+",132,56
"PITG_02234","-",23371,56
"PITG_02237","+",23371,119
"PITG_02238","-",369,119
"PITG_02240","-",164,85
"PITG_02239","+",369,85
"PITG_02241","-",486,164
"PITG_02242","-",205,486
"PITG_00977","+",30440,7449
"PITG_02243","+",205,549
"PITG_02244","-",174,549
"PITG_02245","+",174,193
"PITG_02247","-",422,80
"PITG_02246","+",193,80
"PITG_02249","-",448,52
"PITG_02248","+",422,52
"PITG_02250","-",96,448
"PITG_02251","-",79,96
"PITG_02252","-",1577,79
"PITG_00978","+",7449,172
"PITG_02253","-",293,1577
"PITG_02254","+",293,15
"PITG_02255","-",1744,15
"PITG_02257","-",1681,3523
"PITG_02256","+",1744,3523
"PITG_02258","-",162,1681
"PITG_02259","+",162,304
"PITG_02260","-",566,304
"PITG_02261","+",566,212
"PITG_00980","-",289,264
"PITG_00979","+",172,264
"PITG_02262","+",212,448
"PITG_02263","-",96,448
"PITG_02264","-",1270,96
"PITG_02265","-",345,1270
"PITG_02266","+",345,311
"PITG_02267","-",131,311
"PITG_02269","-",1091,36
"PITG_02268","+",131,36
"PITG_02270","-",824,1091
"PITG_02271","+",824,13428
"PITG_02272","-",529,13428
"PITG_02274","-",217,92
"PITG_02273","+",529,92
"PITG_02275","-",90,217
"PITG_02276","-",55,90
"PITG_02277","-",27622,55
"PITG_02280","+",27622,124
"PITG_02281","-",145,124
"PITG_02283","-",7995,328
"PITG_02282","+",145,328
"PITG_02285","-",299,7995
"PITG_00981","+",289,1810
"PITG_02284","+",7995,299
"PITG_02286","+",299,2905
"PITG_02287","+",2905,1874
"PITG_02289","-",165,138
"PITG_02288","+",1874,138
"PITG_02290","+",165,329
"PITG_02291","+",329,205
"PITG_02292","+",205,4636
"PITG_02293","-",334,4636
"PITG_02295","-",49,1339
"PITG_02294","+",334,1339
"PITG_00099","-",1818,10498
"PITG_00098","+",1220,10498
"PITG_00982","+",1810,57
"PITG_00983","-",131,57
"PITG_02297","-",19717,2812
"PITG_02296","+",49,2812
"PITG_02302","-",1644,19717
"PITG_02303","-",983,1644
"PITG_02304","-",118,983
"PITG_02305","-",299,118
"PITG_02307","-",584,402
"PITG_02306","+",299,402
"PITG_02308","-",880,584
"PITG_00984","-",193,131
"PITG_02309","+",880,1365
"PITG_02311","-",6988,784
"PITG_02310","+",1365,784
"PITG_02314","-",5496,6988
"PITG_02315","+",5496,12009
"PITG_02317","-",29416,12009
"PITG_02319","-",14801,29416
"PITG_02320","-",917,14801
"PITG_02322","-",100,578
"PITG_02321","+",917,578
"PITG_00985","-",259,193
"PITG_02323","+",100,3535
"PITG_02324","-",1153,3535
"PITG_02325","+",1153,58
"PITG_02326","-",470,58
"PITG_02327","-",52230,470
"PITG_02328","-",554,52230
"PITG_02329","-",639,554
"PITG_02330","-",32260,639
"PITG_02331","-",3136,32260
"PITG_02332","-",34644,3136
"PITG_02334","-",384,34644
"PITG_02335","-",1139,384
"PITG_02336","+",1139,932
"PITG_02337","+",932,142
"PITG_02338","+",142,59
"PITG_02339","-",452,59
"PITG_02340","-",1851,452
"PITG_02341","-",72,1851
"PITG_02343","-",390,272
"PITG_02342","+",72,272
"PITG_00987","-",352,281
"PITG_00986","+",259,281
"PITG_02344","+",390,391
"PITG_02345","-",387,391
"PITG_02347","-",2922,387
"PITG_02346","+",387,2922
"PITG_02349","-",807,257
"PITG_02348","+",2922,257
"PITG_02350","-",18382,807
"PITG_02351","-",8643,18382
"PITG_02352","-",2405,8643
"PITG_22695","-",369,2405
"PITG_02353","-",3077,369
"PITG_02354","-",2457,3077
"PITG_00988","-",2402,352
"PITG_02355","-",2044,2457
"PITG_22696","-",369,2044
"PITG_02356","-",2842,369
"PITG_02357","-",2759,2842
"PITG_02358","-",2067,2759
"PITG_22697","-",369,2067
"PITG_02359","-",3149,369
"PITG_02360","-",2700,3149
"PITG_02361","-",2437,2700
"PITG_22698","-",369,2437
"PITG_00990","-",449,2402
"PITG_02362","-",3070,369
"PITG_02363","-",269,3070
"PITG_02364","-",2879,269
"PITG_02365","-",1428,2879
"PITG_02367","-",5569,1428
"PITG_02368","+",5569,100
"PITG_02369","-",508,100
"PITG_02370","+",508,486
"PITG_02371","-",819,486
"PITG_02372","-",474,819
"PITG_00989","+",2402,449
"PITG_02373","-",18410,474
"PITG_02377","-",18434,18410
"PITG_02379","+",18434,799
"PITG_02380","+",799,3149
"PITG_02382","-",267,1838
"PITG_02381","+",3149,1838
"PITG_02383","-",199,267
"PITG_02384","-",23707,199
"PITG_02387","-",14178,23707
"PITG_02390","-",18353,14178
"PITG_00991","+",449,7966
"PITG_02391","-",8252,18353
"PITG_02392","+",8252,528
"PITG_02393","+",528,399
"PITG_02394","+",399,4580
"PITG_02397","+",4580,97
"PITG_02399","-",131,67
"PITG_02398","+",97,67
"PITG_02400","-",742,131
"PITG_02401","+",742,21493
"PITG_00993","+",7966,1485
"PITG_02406","+",21493,2462
"PITG_22699","+",2462,1647
"PITG_02408","-",2845,254
"PITG_02407","+",1647,254
"PITG_02409","-",463,2845
"PITG_02410","+",463,295
"PITG_02411","+",295,43345
"PITG_02413","+",43345,9780
"PITG_02414","+",9780,693
"PITG_02416","-",881,78
"PITG_02415","+",693,78
"PITG_00994","+",1485,165
"PITG_00995","-",120,165
"PITG_02418","-",1071,107
"PITG_02417","+",881,107
"PITG_02419","-",1217,1071
"PITG_02420","+",1217,80
"PITG_02422","-",97,38
"PITG_02421","+",80,38
"PITG_02423","-",267,97
"PITG_02425","-",1003,57
"PITG_02424","+",267,57
"PITG_00996","-",434,120
"PITG_02427","-",536,12
"PITG_02426","+",1003,12
"PITG_02428","+",536,469
"PITG_02429","-",486,469
"PITG_02430","+",486,973
"PITG_02431","-",85,973
"PITG_02432","-",209,85
"PITG_02433","+",209,67587
"PITG_02434","+",67587,298
"PITG_02436","-",4490,46
"PITG_02435","+",298,46
"PITG_00997","-",1487,434
"PITG_02438","-",8038,4490
"PITG_02439","-",448,8038
"PITG_02441","-",1106,324
"PITG_02440","+",448,324
"PITG_02442","-",19780,1106
"PITG_02444","-",308,19780
"PITG_02445","+",308,46
"PITG_02446","-",115,46
"PITG_02447","+",115,170
"PITG_02448","-",338,170
"PITG_02449","-",472,338
"PITG_02450","+",472,306
"PITG_02452","-",94,44
"PITG_02451","+",306,44
"PITG_02453","+",94,187
"PITG_02454","-",908,187
"PITG_02455","+",908,212
"PITG_02456","+",212,1441
"PITG_02457","-",1870,1441
"PITG_02458","-",116,1870
"PITG_00998","+",1487,1721
"PITG_02459","+",116,2
"PITG_02460","-",423,2
"PITG_02461","-",64,423
"PITG_02462","+",64,617
"PITG_02463","+",617,479
"PITG_02464","-",296,479
"PITG_02466","-",263,129
"PITG_02465","+",296,129
"PITG_02467","+",263,5176
"PITG_00999","+",1721,344
"PITG_02468","+",5176,1
"PITG_02469","-",352,1
"PITG_02470","+",352,63
"PITG_02472","-",4243,58
"PITG_02471","+",63,58
"PITG_02473","-",1031,4243
"PITG_02474","-",616,1031
"PITG_02475","+",616,366
"PITG_02476","-",132,366
"PITG_02477","+",132,77
"PITG_02478","-",153,77
"PITG_01000","+",344,1419
"PITG_01001","-",1359,1419
"PITG_02479","+",153,203
"PITG_02480","-",16251,203
"PITG_02483","-",2305,102
"PITG_02482","+",16251,102
"PITG_02484","+",2305,105
"PITG_02486","-",254,492
"PITG_02485","+",105,492
"PITG_02487","-",1685,254
"PITG_02488","+",1685,22970
"PITG_02490","-",3193,322
"PITG_02489","+",22970,322
"PITG_02492","-",151,43
"PITG_02491","+",3193,43
"PITG_02494","-",107,151
"PITG_02493","+",151,107
"PITG_02495","+",107,508
"PITG_02496","+",508,2307
"PITG_02497","+",2307,450
"PITG_02498","+",450,460
"PITG_02499","+",460,618
"PITG_02500","-",508,618
"PITG_01002","+",1359,103
"PITG_01003","-",435,103
"PITG_02501","+",508,536
"PITG_02503","-",605,149
"PITG_02502","+",536,149
"PITG_02504","-",642,605
"PITG_02506","-",208,224
"PITG_02505","+",642,224
"PITG_02507","-",2825,208
"PITG_02509","+",2825,298
"PITG_02515","-",189,23472
"PITG_02510","+",298,23472
"PITG_02516","+",189,1084
"PITG_22700","+",1084,1253
"PITG_22701","+",1253,822
"PITG_02517","+",822,824
"PITG_22702","+",824,823
"PITG_02518","+",823,824
"PITG_22703","+",824,556
"PITG_22704","+",556,556
"PITG_22705","+",556,517
"PITG_00101","-",7357,1385
"PITG_00100","+",1818,1385
"PITG_01004","+",435,180
"PITG_22706","+",517,514
"PITG_22707","-",311,1011
"PITG_02519","+",514,1011
"PITG_02520","-",7971,311
"PITG_02522","-",3960,125
"PITG_02521","+",7971,125
"PITG_02523","+",3960,974
"PITG_02525","-",276,974
"PITG_02524","+",974,276
